salario,salario_reale,eta,istruzione,annistruzione,genere,cittadinanza,tiponucleo,area5,area3,regione,statocivile,oredilavoro,qualifica,contratto,settore,peso
1340,1312.6858513189447,45,5,13,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,38,Impiegato,A tempo pieno,"Raccolta, trattamento e fornitura di acqua",1633.3
2220,2174.748201438849,39,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Impiegato,A tempo pieno,Alloggio,1633.3
1200,1175.5395683453237,56,3,8,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Operaio,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),113.1
950,930.6354916067146,37,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,24,Impiegato,A tempo parziale (part-time),Istruzione,113.1
1250,1224.5203836930457,36,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,40,Operaio,A tempo pieno,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,253
1600,1567.3860911270983,46,12,19,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,27,Impiegato,A tempo pieno,Istruzione,1835.6
1080,1057.9856115107914,41,5,13,Maschio,cittadino straniero UE,Coppia senza figli,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di mobili,415.2
760,744.5083932853717,37,5,13,Femmina,cittadino straniero UE,Coppia senza figli,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di mobili,415.2
2900,2840.8872901678656,38,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,39,Impiegato,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,465
500,489.8081534772182,44,3,8,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Lazio,Separato/a o divorziato/a,18,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,3385
1700,1665.347721822542,51,3,8,Maschio,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,40,Operaio,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),1953.2
1100,1077.57793764988,33,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Altre attività di servizi per la persona,748.5
450,440.8273381294963,48,3,8,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Coniugato/a,12,Operaio,A tempo parziale (part-time),Assistenza sociale non residenziale,291.7
1000,979.6163069544364,51,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,48,Operaio,A tempo pieno,Altre attività di servizi per la persona,1458.1
2000,1959.2326139088727,48,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,50,Impiegato,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,1458.1
1000,979.6163069544364,24,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di articoli in gomma e materie plastiche,1458.1
1500,1469.4244604316546,42,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di mobili,310
1200,1175.5395683453237,39,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,30,Operaio,A tempo parziale (part-time),Fabbricazione di mobili,310
1710,1675.143884892086,45,3,8,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,1156
3000,2938.848920863309,59,12,19,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,55,Dirigente,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,274.8
430,421.23501199040766,60,3,8,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,36,Operaio,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,297.2
760,744.5083932853717,30,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,20,Impiegato,A tempo parziale (part-time),Lavori di costruzione specializzati,468.4
500,489.8081534772182,20,3,8,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),927.1
400,391.8465227817746,21,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,113.8
1120,1097.170263788969,32,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",291.5
1300,1273.5011990407672,39,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,38,Impiegato,A tempo pieno,Servizi di assistenza sociale residenziale,332
800,783.6930455635492,31,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,17,Impiegato,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,332
1000,979.6163069544364,40,3,8,Maschio,cittadino straniero non UE,Persona isolata,Nord-Est,Nord,Emilia Romagna,Separato/a o divorziato/a,44,Operaio,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,873.4
2000,1959.2326139088727,43,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,232.5
1330,1302.8896882494005,49,12,19,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,35,Impiegato,A tempo pieno,Istruzione,647.1
1300,1273.5011990407672,43,3,8,Maschio,cittadino straniero non UE,Persona isolata,Centro,Centro,Toscana,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,397.8
1100,1077.57793764988,24,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Toscana,Celibe/nubile,35,Apprendista,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),936.9
1110,1087.3741007194244,29,5,13,Maschio,cittadino straniero non UE,Persona isolata,Isole,Mezzogiorno,Sardegna,Celibe/nubile,42,Impiegato,A tempo pieno,Attività dei servizi di ristorazione,481.1
1630,1596.7745803357311,44,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Basilicata,Coniugato/a,40,Operaio,A tempo pieno,Metallurgia,141.3
2400,2351.0791366906474,45,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,48,Quadro,A tempo pieno,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,346.5
1800,1763.3093525179854,49,3,8,Maschio,Cittadino italiano,Persona isolata,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,36,Operaio,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,433.7
1400,1371.462829736211,40,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Celibe/nubile,37,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),715.8
1870,1831.882494004796,52,5,13,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Basilicata,Coniugato/a,38,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),341.6
1700,1665.347721822542,60,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,38,Quadro,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,213.9
1780,1743.717026378897,50,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,209
690,675.9352517985611,56,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,30,Operaio,A tempo parziale (part-time),Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,209
1400,1371.462829736211,49,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,38,Impiegato,A tempo pieno,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",823.2
1280,1253.9088729016785,57,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,448.9
1000,979.6163069544364,43,3,8,Maschio,Cittadino italiano,Persona isolata,Nord-Est,Nord,Friuli Venezia Giulia,Separato/a o divorziato/a,30,Operaio,A tempo pieno,Attività dei servizi di ristorazione,450.8
1500,1469.4244604316546,66,5,13,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,35,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,604.3
1600,1567.3860911270983,59,5,13,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,25,Impiegato,A tempo pieno,Istruzione,604.3
2200,2155.15587529976,52,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,332.2
1500,1469.4244604316546,48,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Impiegato,A tempo pieno,Attività legali e contabilità,332.2
1700,1665.347721822542,39,4,11,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,235.6
1550,1518.4052757793763,43,10,18,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,36,Quadro,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,899.6
1200,1175.5395683453237,45,10,18,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,39,Quadro,A tempo parziale (part-time),Assistenza sociale non residenziale,899.6
1300,1273.5011990407672,54,3,8,Maschio,cittadino straniero non UE,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",382.2
1800,1763.3093525179854,59,4,11,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,38,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,321.2
1200,1175.5395683453237,56,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,30,Impiegato,A tempo parziale (part-time),Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,321.2
1200,1175.5395683453237,31,9,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,44,Impiegato,A tempo pieno,Attività di organizzazioni associative,321.2
1780,1743.717026378897,63,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,35,Impiegato,A tempo pieno,Istruzione,823.2
1300,1273.5011990407672,35,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,40,Impiegato,A tempo pieno,Attività legali e contabilità,823.2
2000,1959.2326139088727,33,9,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,40,Impiegato,A tempo pieno,"Produzione di software, consulenza informatica e attività connesse",823.2
1100,1077.57793764988,30,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Piemonte,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Industrie alimentari,345.9
850,832.6738609112709,27,3,8,Femmina,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Piemonte,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,345.9
1500,1469.4244604316546,50,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,655.4
900,881.6546762589927,19,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Celibe/nubile,40,Apprendista,A tempo pieno,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,655.4
3000,2938.848920863309,55,12,19,Femmina,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Puglia,Separato/a o divorziato/a,40,Dirigente,A tempo pieno,Assistenza sanitaria,385.1
1300,1273.5011990407672,47,3,8,Maschio,cittadino straniero UE,Persona isolata,Isole,Mezzogiorno,Sicilia,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Fabbricazione di altri mezzi di trasporto,714.9
1500,1469.4244604316546,59,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,1839.5
1260,1234.31654676259,52,10,18,Femmina,Cittadino italiano,Monogenitore femmina,Isole,Mezzogiorno,Sicilia,Separato/a o divorziato/a,36,Impiegato,A tempo pieno,"Fabbr. di computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi",508.6
1600,1567.3860911270983,58,5,13,Maschio,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Calabria,Separato/a o divorziato/a,40,Quadro,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),306.2
2600,2547.0023980815345,52,5,13,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,50,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),367.4
2000,1959.2326139088727,46,10,18,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Quadro,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),367.4
1700,1665.347721822542,24,9,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Celibe/nubile,40,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),492.7
3000,2938.848920863309,50,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,60,Dirigente,A tempo pieno,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,926.5
3000,2938.848920863309,46,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,50,Quadro,A tempo pieno,Industrie alimentari,926.5
900,881.6546762589927,36,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,30,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,1420.3
1530,1498.8129496402876,61,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Impiegato,A tempo pieno,Attività dei servizi d'informazione e altri servizi informatici,992.7
1700,1665.347721822542,63,4,11,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,28,Quadro,A tempo pieno,Istruzione,369.8
1300,1273.5011990407672,26,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,42,Operaio,A tempo pieno,Altre attività di servizi per la persona,369.8
1200,1175.5395683453237,52,5,13,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Molise,Coniugato/a,40,Operaio,A tempo pieno,Industria del legno e dei prodotti in legno e sughero (no mobili); fabbr. di articoli in paglia e materiali da intreccio,369.1
2500,2449.040767386091,46,4,11,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Industria del legno e dei prodotti in legno e sughero (no mobili); fabbr. di articoli in paglia e materiali da intreccio,313.1
1600,1567.3860911270983,54,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,606.8
1500,1469.4244604316546,59,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,606.8
1420,1391.0551558752998,56,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,38,Impiegato,A tempo pieno,Telecomunicazioni,489.3
1250,1224.5203836930457,24,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Celibe/nubile,40,Operaio,A tempo pieno,Altre industrie manifatturiere,489.3
1060,1038.3932853717026,24,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Celibe/nubile,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,678.6
1500,1469.4244604316546,66,3,8,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,36,Operaio,A tempo pieno,Istruzione,295.6
250,244.9040767386091,52,3,8,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Puglia,Separato/a o divorziato/a,16,Operaio,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,1965
1900,1861.2709832134292,64,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,670.5
1580,1547.7937649880096,32,8,16,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Celibe/nubile,50,Impiegato,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",670.5
1100,1077.57793764988,55,3,8,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,40,Operaio,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,117.1
1400,1371.462829736211,64,3,8,Maschio,Cittadino italiano,Coppia senza figli,Centro,Centro,Lazio,Coniugato/a,48,Impiegato,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,262.3
700,685.7314148681055,40,5,13,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,24,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,633.6
1000,979.6163069544364,39,5,13,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),633.6
1400,1371.462829736211,28,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Celibe/nubile,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),383.4
1930,1890.6594724220624,53,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Operaio,A tempo pieno,Ingegneria civile,247.5
1040,1018.800959232614,55,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,26,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),403.9
